,0
1359,13244009870.032593
1360,17949335559.063686
1361,27715116656.016006
1362,18864205418.571587
1363,8115221523.392647
1364,28401545204.548306
1365,17167621568.958418
1366,24125210599.875168
1367,17590328877.67443
1368,16421987356.886356
1369,275547004.92849153
1370,28449411352.982986
1371,14771731336.002157
1372,18906732925.219063
1373,14903477433.5481
1374,23588095750.24177
1375,290092426.19366795
1376,18212001026.11885
1377,18235850258.32097
1378,4425427331.20759
1379,26254405603.513294
1380,13633925536.194002
1381,9625602672.742573
1382,25981074689.06141
1383,21938445318.070675
1384,18251731071.93569
1385,5330852410.026626
1386,26212528586.344814
1387,18111872606.319588
1388,14171589510.370098
1389,18123578131.968487
1390,173427360.56457892
1391,19407138475.155205
1392,24166615003.32238
1393,7340012751.277149
1394,24039678347.720844
1395,11710702719.20372
1396,248839138.57294518
1397,5487258721.717289
1398,21959825057.795364
1399,21761878460.614506
1400,18153376512.184185
1401,22135884403.13637
1402,24219377803.54941
1403,19918475102.592014
1404,26231563369.753822
1405,14082863568.187626
1406,28064515762.662262
1407,12407139611.07627
1408,29915681815.924675
1409,25072876409.49617
1410,12324988673.313967
1411,8324047228.476259
1412,24807861911.5806
1413,17373086875.31924
1414,85968827.69989271
1415,23675033875.68669
1416,9889744549.88487
1417,18966918464.15561
1418,32424844963.8033
1419,1050833486.290881
1420,30278774256.429363
1421,32688378022.000217
1422,27225411636.156723
1423,28307129505.089806
1424,11719879333.358969
1425,23033550134.775623
1426,21120653771.710083
1427,16037068361.32039
1428,24279998050.209938
1429,16157002947.304588
1430,31246493149.912212
1431,23919835334.757397
1432,24444496827.89702
1433,14897661444.383305
1434,23220449602.00177
1435,21631996725.418045
1436,22740892683.504803
1437,16781516677.616083
1438,22823900024.406178
1439,32571854267.94534
1440,17136180131.400856
1441,23883616650.65916
1442,16258355331.29904
1443,11077767719.298874
1444,11125730838.522087
1445,6397208329.074263
1446,24269498953.107807
1447,130205389.55028415
1448,27972031849.055107
1449,17834114376.331043
1450,27628230136.11236
1451,24662883632.125896
1452,23205911643.389343
1453,4911153058.588042
1454,20530110221.23126
1455,29136762880.62057
1456,7363360867.9004545
1457,22987095249.713882
1458,18391749300.60917
1459,16246383020.21389
1460,15457351225.86415
1461,30143713723.975803
1462,19279043642.211845
1463,32125359812.84341
1464,12743609787.36976
1465,26468421188.844505
1466,32689395236.016582
1467,27089676657.23281
1468,29502573238.395294
1469,25286021175.7332
1470,28977040785.337852
1471,23691673081.550816
1472,30676998003.48711
1473,18160340904.022602
1474,27579506936.717567
1475,31863680311.811356
1476,8357214983.543771
1477,20192587279.522026
1478,9719773855.870197
1479,29219717336.670094
1480,283558015.8544675
1481,265091261.27293327
1482,31023567366.305332
1483,31238413034.60728
1484,25408472064.41633
1485,9913893535.250038
1486,9416052644.200993
1487,11043295526.701712
1488,10662474550.585379
1489,10663959708.257555
1490,28803062674.1761
1491,12207147400.25735
1492,16370512065.002644
1493,16597869609.762665
1494,6447881052.26423
1495,6674415991.256985
1496,19316938528.79146
1497,12310492960.28381
1498,28131663558.258007
1499,28698518103.33339
1500,23574469242.936123
1501,31196224213.042328
1502,26415947588.09747
1503,436521972.2837834
1504,30322926594.34342
1505,15719953435.853052
1506,15688149182.295809
1507,114750202.95347977
1508,17591928525.491394
1509,24939000280.566086
1510,17911493687.659084
1511,188536954.4046581
1512,25563518451.475403
1513,14238824773.835295
1514,19508881037.55439
1515,20867951279.51966
1516,5285620551.717701
1517,18959429998.077984
1518,7295653170.4228115
1519,19469126738.386913
1520,14935766839.101208
1521,17893992118.261406
1522,27057596405.836975
1523,276792362.1269991
1524,2968047204.956295
1525,33454824641.217537
1526,18545229016.132656
1527,233303907.92469248
1528,3679170121.8458624
1529,23292057021.056755
1530,9674496025.953253
1531,15751157894.95931
1532,10689426594.485048
1533,22438708993.010056
1534,5681423521.904617
1535,21736415260.38042
1536,20441829180.776295
1537,198448405.16182202
1538,18550249531.898743
1539,23467727442.4623
1540,25249088859.81139
1541,19050654060.46644
1542,24299383792.26612
1543,150598214.3049096
1544,13571066096.140652
1545,20466999738.91208
1546,116108841.77414984
1547,12266228068.52654
1548,3778848.671653936
1549,12881939895.574583
1550,33385178770.3607
1551,26938684656.979893
1552,26213159749.071663
1553,28570055837.255512
1554,726625013.8356347
1555,16725688222.19475
1556,30721162612.776596
1557,24747783820.916325
1558,19957245062.52007
1559,26678047794.241104
1560,25915701033.17768
1561,27158520442.20413
1562,17854795351.908646
1563,33941759513.419216
1564,17145223178.246922
1565,18808546323.46542
1566,27987451874.44103
1567,32019977808.81477
1568,17950134806.30161
1569,18552587344.61507
1570,22547370080.683327
1571,15023269676.768423
1572,30569307718.699867
1573,16506887421.580078
1574,19149082404.670643
1575,31725995515.861874
1576,26390369073.906284
1577,2333910023.2469645
1578,16690486003.9317
1579,10794114131.57212
1580,25063488581.252007
1581,459397613.0003462
1582,13910150738.102343
1583,11002174051.1899
1584,24239606394.931667
1585,14977906787.221804
1586,9118023281.220573
1587,9840274794.419079
1588,18738526723.48243
1589,155796559.6974248
1590,19328319351.57899
1591,6787191527.567598
1592,24374664089.197506
1593,20457351018.47503
1594,15828386434.134869
1595,22350949639.59019
1596,15508007949.382034
1597,33729907488.430042
1598,17261867628.14849
1599,10250476750.351748
1600,26568900946.287933
1601,14022605249.622135
1602,24910238772.574013
1603,15629238419.435076
1604,21359769839.67407
1605,4190559386.8919053
1606,27573109142.154205
1607,23003381271.031593
1608,30431911302.705242
1609,23449619192.828583
1610,20365661891.77451
1611,28841196601.69904
1612,19583436410.751347
1613,36194890564.52847
1614,32917986291.155502
1615,174307850.18964767
1616,31736348818.061195
1617,29331625832.84014
1618,16491324908.592428
1619,29383596800.537148
1620,19924733607.992184
1621,30087758632.276722
1622,27609463380.958233
1623,31765986714.52238
1624,23590776248.57232
1625,33786002890.174507
1626,25445002920.165127
1627,15724250697.821173
1628,29200399376.01625
1629,31799180515.53312
1630,17890454239.687893
1631,32019195135.863823
1632,22424903823.06448
1633,145011773.43427888
1634,26768433418.73354
1635,15304984729.32086
1636,26655491601.50997
1637,20995028638.486897
1638,22251359757.829475
1639,29567113685.6601
1640,28226601306.743217
1641,21628073666.47082
1642,16264315545.666922
1643,19697478424.758274
1644,23690777387.239014
1645,23497118914.176777
1646,25374738409.385178
1647,12171198242.385176
1648,4580520975.197869
1649,120506283.1671041
1650,22885392013.62833
1651,30286352847.097553
1652,1096610482.012281
1653,14130041512.299158
1654,31033690520.840008
1655,15798047592.327087
1656,31972055506.42918
1657,32680322354.651443
1658,10738709314.081123
1659,30070648002.71082
1660,29366094850.627075
1661,337903496.93526554
1662,6640698550.736216
1663,29740091533.376785
1664,12114241019.578054
1665,17384811096.390785
1666,485578080.39520645
1667,19489163571.169727
1668,19657930114.744854
1669,31489547402.86964
1670,15932456560.4329
1671,32272636629.169426
1672,12343449682.708284
1673,28881555302.75861
1674,28370940846.500305
1675,26511427605.3579
1676,23859497241.106846
1677,32070156328.0234
1678,25935249308.765686
1679,13948067913.771105
1680,13890730390.318966
1681,29765335212.40689
1682,25513579435.567833
1683,26357987621.334446
1684,86786699.55886845
1685,24736010719.128468
1686,21449394390.106274
1687,203454200.8200879
1688,56432365.85921817
1689,27780105311.974033
1690,13647306921.641628
1691,24138000936.126133
1692,30450812423.60916
1693,20506490891.386677
1694,66785331.867276125
1695,37485071.67174938
1696,28392901594.32782
1697,32113125.04436982
1698,17767793971.725094
1699,34835288246.92552
1700,27895770221.811337
1701,33010497375.713013
1702,12612146224.365993
1703,15469385098.068178
1704,18701388999.414005
1705,26181543023.366646
1706,33445550371.197563
1707,25914180864.764915
1708,32273619930.295086
1709,28256044080.4346
1710,21962909699.137753
1711,19873766465.990887
1712,19611161305.74995
1713,30794769816.384476
1714,24206861924.6801
1715,29764139847.045334
1716,28740145366.515636
1717,25478350060.33288
1718,10724142959.95489
1719,20294958762.46108
1720,10617369334.696758
1721,28487245886.01775
1722,15792275139.085592
1723,13048646503.274612
1724,25366758396.768456
1725,26824076104.15627
1726,27823647251.23993
1727,18768174625.36635
1728,12336784673.335426
1729,14672464820.260965
1730,2264216459.2692914
1731,7972098325.143207
1732,13224459345.730879
1733,30155191188.859066
1734,23473242390.928883
1735,34725310207.657074
1736,27517211605.997433
1737,10087801375.108995
1738,20244639465.419296
1739,31384353290.915203
1740,19382970099.65455
1741,25624605080.350708
1742,24112731474.119194
1743,28225194035.85685
1744,28456791703.35
1745,7483332464.589057
1746,30772513131.3411
1747,30763955882.038548
1748,11613781162.850227
1749,19009215199.933273
1750,22703063272.591305
1751,26518694571.802982
1752,17118140199.283413
1753,30878184273.127304
1754,19755890583.99398
1755,27259151710.986774
1756,33763899195.784935
1757,25693426849.20319
1758,30774910496.045807
1759,138228039.65457708
1760,22598269310.799942
1761,24502659997.166214
1762,26621455028.49326
1763,31354415193.56112
1764,25108759435.6528
1765,21736666885.043316
1766,31703719372.55712
1767,24209159775.073013
1768,18698141041.746964
1769,18498892347.252193
1770,15511536335.699636
1771,29381560254.639927
1772,25967092083.026314
1773,4787386978.665183
1774,24769082768.99261
1775,28264758578.439896
1776,29091112117.709766
1777,80604121.65836045
1778,20587692217.24146
1779,22559478757.56107
1780,18915775877.825974
1781,55942439.536254965
1782,30459361523.8534
1783,22871153316.46156
1784,17447467715.23018
1785,19680988887.326565
1786,36621954676.11139
1787,33118938909.303787
1788,17591707562.969044
1789,30903462853.49218
1790,20064724992.010094
1791,34565112749.00668
1792,145682336.86777613
1793,19038816074.219982
1794,24543836012.50441
1795,13462745350.647007
1796,17045449490.616272
1797,89453749.88998409
1798,25758797637.95408
1799,23955539766.79503
1800,19090879768.99048
1801,16487263912.284477
1802,17833489008.002148
1803,19515800276.3705
1804,25578198487.47999
1805,18375222776.10327
1806,838862487.170185
1807,17488670906.36674
1808,29539131938.865086
1809,23793303843.748108
1810,25949294658.69498
1811,21836924924.53039
1812,25780751601.037575
1813,18360838668.42382
1814,29328266110.557724
1815,11934713177.581347
1816,24510006352.841248
1817,19147395550.97629
1818,24259456659.71057
1819,19483570118.724167
1820,16598127445.434633
1821,26924856237.610306
1822,26375996113.264748
1823,26631186492.973175
1824,21754217527.05908
1825,10602803492.951294
1826,12115801274.977081
1827,9946726828.584873
1828,26180267976.133053
1829,13953040913.256914
1830,28009462277.2775
1831,26533525501.545788
1832,24361925339.41689
1833,206944470.44109532
1834,23689523381.11609
1835,21287232895.632942
1836,20925999242.312546
1837,19539060063.61197
1838,21848932570.920513
1839,10545589518.853848
1840,30483721242.28017
1841,21420221064.34342
1842,27324302193.479305
1843,30555944703.488926
1844,22091733024.82394
1845,29595656944.541645
1846,16360469941.558237
1847,31860083694.71875
1848,28184920267.34172
1849,46000661.571853995
1850,27029465009.868053
1851,466092149.4622578
1852,14335359834.694035
1853,16075496149.808432
1854,31143952327.849483
1855,32613332704.387897
1856,17458019232.064766
1857,29114865908.152897
1858,18158521540.15277
1859,24411437427.479477
1860,32604881347.230473
1861,14780631195.656687
1862,27991511685.60008
1863,29014892516.386265
1864,28504013832.548332
1865,27637946113.62539
1866,27749552963.190754
1867,20439470790.657707
1868,22901162892.997284
1869,8736227167.949291
1870,26237429442.636005
1871,24699928376.903343
1872,30646522024.221344
1873,30358826746.226517
1874,32924614487.57301
1875,30810048279.970493
1876,18425616847.738647
1877,30867421743.5676
1878,16630866188.73057
1879,31888841498.667404
1880,27402186688.983948
1881,16965805665.618738
1882,29205296764.160625
1883,19481411173.030598
1884,15737075343.229937
1885,12762848550.478945
1886,15475426230.53921
1887,13836135490.005568
1888,29076368148.98124
1889,16601245860.345514
1890,27501124284.753872
1891,24366495144.389233
1892,29705874612.986225
1893,8778536841.479898
1894,20278064403.819458
1895,30505327717.07428
1896,6199333751.677741
1897,29411364896.614258
1898,30875888126.090057
1899,12000489513.251368
1900,21455414058.68669
1901,18251851356.227917
1902,14674158461.915533
1903,31960884046.411526
1904,28285842647.65511
1905,20858219751.23605
1906,6684227667.125135
1907,25356539013.415688
1908,15736914576.04266
1909,32620101.52438397
1910,20275386917.40071
1911,139094580.8712576
1912,25524786422.91751
1913,19721971156.974648
1914,22953872881.177044
1915,18760948674.837837
1916,22915150029.78847
1917,27672550814.350105
1918,26670369351.494656
1919,28021792415.11964
1920,13618302942.726934
1921,13952951823.67365
1922,22800627070.312073
1923,32314515732.378384
1924,8448121771.567979
1925,14071119780.347237
1926,10889520692.054138
1927,22878368825.265583
1928,22775436869.791653
1929,17200397277.689682
1930,30270395303.77115
1931,15312182087.347963
1932,29805144771.269043
1933,24223882547.46292
1934,17758628906.456276
1935,26669511616.349857
1936,19891690294.60838
1937,28676072760.84121
1938,15537336698.306044
1939,12059074525.375488
1940,26145945955.803543
1941,29080320476.279068
1942,31682489947.385242
1943,10233095975.341043
1944,23983257277.423084
1945,17576198305.198566
1946,17781310748.60091
1947,21793869788.586437
1948,27121175811.327904
1949,23058436786.00339
1950,24146474072.71922
1951,11179088609.888273
1952,4254570645.265029
1953,22117255649.478947
1954,27110494644.693214
1955,22169341731.241135
1956,26396861213.30397
1957,31452377586.506287
1958,9947471642.246899
1959,16447870312.189575
1960,7164460302.297335
1961,18833105279.604504
1962,27280653338.86895
1963,27159006574.060402
1964,14864774813.426304
1965,6814389746.088342
1966,12007677697.304754
1967,27202033368.258057
1968,23530899696.62099
1969,18238856375.34102
1970,16194281597.32918
1971,29392332707.420746
1972,19153221244.304203
1973,17888185772.43203
1974,19925384556.5847
1975,12417121656.694195
1976,33316385737.71666
1977,22202297641.22582
1978,31930309538.001076
1979,28064608051.167496
1980,26870328170.709816
1981,16108757505.337221
1982,17088644932.10463
1983,4300720644.701212
1984,19421412769.39385
1985,267699663.9107347
1986,32030509084.186855
1987,27503350065.72291
1988,8732029725.784613
1989,20919085789.315235
1990,23245304446.323437
1991,27087019814.507153
1992,24337089909.805897
1993,16682379119.980598
1994,26093778804.353382
1995,21829449721.748737
1996,25718678712.68839
1997,18698458814.545174
1998,25665784676.759705
1999,27032678302.196278
2000,40242239.88652673
2001,25677795280.124043
2002,25681329834.40578
2003,26688445698.556892
2004,27866562493.975487
2005,19234232966.738503
2006,23516202260.557423
2007,7768397066.88576
2008,14323754241.137953
2009,21985867148.491524
2010,20248790757.277325
2011,13924868725.836052
2012,15836196752.304117
2013,13866711796.608652
2014,2796291598.462197
2015,25071426522.11243
2016,18224554273.52211
2017,1504768454.4166837
2018,27906245775.79849
2019,25343888085.71024
2020,152588976.13154468
2021,29186944081.78057
2022,16079191511.936039
2023,19814946766.46627
2024,25944473192.602406
2025,35331821570.69972
2026,14099535878.084385
2027,24530829058.421448
2028,16155331746.666933
2029,238335371.57037607
2030,77529985.86062652
2031,12976820720.319796
2032,62043505.72129235
2033,32405513957.10975
2034,21565559110.69488
2035,23456788401.76037
2036,25133989752.197876
2037,31895986856.542267
2038,28867955108.159714
2039,14662892691.352882
2040,11838190229.43219
2041,13608195403.400583
2042,24972583011.883636
2043,25430418691.616943
2044,26601577307.695835
2045,22431482632.014324
2046,27482553545.50558
2047,22987601155.3682
2048,32745489778.612698
2049,27142309530.51576
2050,18041215.926718708
2051,31163228468.800625
2052,27486717236.15806
2053,26632745728.91624
2054,23151080865.825043
2055,26709405373.52849
2056,17280152743.348457
2057,20709998884.27849
2058,18879254113.862427
2059,23974214874.00106
2060,27311472721.40375
2061,27516527098.662426
2062,24886658128.670544
2063,13135595442.065466
2064,23912588084.57739
2065,78852461.42544329
2066,4854924254.925643
2067,21691171103.827793
2068,26777325260.18477
2069,1233564102.738373
2070,9463965093.375267
2071,68596713.22998549
2072,27812870126.07638
2073,30500102187.276726
2074,13472663265.181301
2075,22425241277.382168
2076,5595845504.23567
2077,32024747569.193085
2078,20992658131.273727
2079,29675012908.57752
2080,30855096878.995678
2081,30668765742.25616
2082,11142191251.84836
2083,16919040679.179874
2084,26770281917.371597
2085,29465905773.752296
2086,44016526.3901062
2087,34781219082.47776
2088,25127277704.33984
2089,23330293916.078205
2090,15687634813.961182
2091,33136767993.820827
2092,26174117056.125305
2093,21820042397.51125
2094,27702747969.35792
2095,21470165823.995964
2096,29078019431.921093
2097,16271510519.149338
2098,25327541141.021725
2099,27227535882.300243
2100,27701846330.074127
2101,30634700691.91395
2102,28025745510.81561
2103,30555154160.17388
2104,1608726601.0194106
2105,23705054584.325768
2106,19683073628.745804
2107,7827092296.831016
2108,26937755221.31687
2109,3476618600.6979885
2110,28654435454.249725
2111,17571454273.128204
2112,23939375100.44235
2113,23440840860.08815
2114,32663329.901120108
2115,22334398943.19402
2116,9205185569.649101
2117,27797078475.27122
2118,23849570451.13881
2119,14164744178.248978
2120,20172992442.180244
2121,19740352616.600803
2122,21865154175.864456
2123,27636261179.201626
2124,22469910016.02138
2125,32227556515.71087
2126,30966012193.459194
2127,17251868613.138695
2128,6158223125.378013
2129,25783502129.282772
2130,31444613692.106293
2131,16912309370.984297
2132,18529240080.72825
2133,31464087988.53974
2134,13104893784.82942
2135,22178472701.277798
2136,29082623874.38823
2137,12922214154.376556
2138,24475544637.03495
2139,25836647085.611027
2140,22469979966.10006
2141,15629541512.049599
2142,20424872458.017475
2143,32747355896.58349
2144,13263556099.366974
2145,24403153765.391766
2146,28024838978.671646
2147,27471193858.22504
2148,30727267754.815636
2149,22223590042.923542
2150,30276265585.1101
2151,17472218804.055996
2152,29786444255.425663
2153,27546526098.889256
2154,28238486170.2503
2155,18249554213.265396
2156,24421388213.423386
2157,1984088331.5843344
2158,25172210698.674175
2159,32498137996.68455
2160,22709635664.22275
2161,22044548876.140556
2162,20596402805.75596
2163,26630082407.827507
2164,86247321.15581407
2165,8055537367.404843
2166,21746302838.37412
2167,23284312364.36782
2168,22168985430.159683
2169,31299383778.5727
2170,8428928015.521962
2171,9263921821.026527
2172,13638569246.95426
2173,7661862081.445005
2174,37361138051.46554
2175,20671808610.109325
2176,220473316.4995758
2177,25942018959.340267
2178,25139852278.54528
2179,20069700467.638206
2180,24016985499.23366
2181,17950659376.101048
2182,26718716798.29879
2183,24128697040.75468
2184,22097625761.553555
2185,34909808880.04582
2186,32319662162.38286
2187,26300438755.02209
2188,60432147.35233733
2189,31558899570.18089
2190,28138603852.510864
2191,26650265908.352608
2192,35731782.880320445
2193,19078876931.632942
2194,4321384081.803073
2195,18183141641.257603
2196,25333550797.487347
2197,19563170306.862865
2198,26356463056.257305
2199,28622855918.109886
2200,378004062.23725677
2201,24101574360.360294
2202,30011906201.195946
2203,25741880328.406837
2204,21568594890.41775
2205,32247296839.020294
2206,27039261005.732975
2207,30919175109.243874
2208,31868169705.22144
2209,18327751664.278637
2210,15215740491.94261
2211,8834399030.79202
2212,24730858808.155132
2213,7547990738.976958
2214,24175765937.962734
2215,30715476827.47448
2216,14709039894.098854
2217,15867356051.323122
2218,20829560312.041313
2219,11387046437.041948
2220,17199015340.797688
2221,6886875536.402504
2222,27346605834.246346
2223,28695681737.853275
2224,9251771593.795677
2225,24240602030.082848
2226,24958584559.684193
2227,23074371162.48778
2228,28236613441.94831
2229,21710511628.626644
2230,14923295224.74571
2231,37037826221.624374
2232,25598115139.30337
2233,25359023.703303188
2234,27030935513.35073
2235,33841869029.04623
2236,33978688658.14577
2237,17560594329.03396
2238,19730198630.154503
2239,13293485678.866388
2240,22538065294.480103
2241,14870269282.957111
2242,31104018067.05339
2243,18420401622.66762
2244,23780333294.992367
2245,24346386966.69836
2246,19183298564.78458
2247,24547227851.43059
2248,25790738014.316257
2249,30343712105.336117
2250,20498813774.495342
2251,19756339313.698296
2252,29244409077.01529
2253,33197896506.22997
2254,26711774338.0418
2255,27069130337.398643
2256,24502057320.550575
2257,26259474455.29479
2258,28188566722.474457
2259,27873727704.399307
2260,23271919932.250446
2261,30123524143.71189
2262,15594279324.312138
2263,29478369972.159332
2264,589345828.076706
2265,18337395184.51923
2266,13505646733.927467
2267,33383691322.594425
2268,14669519805.362991
2269,21696480562.460724
2270,25235840077.84853
2271,12271333065.633993
2272,24884869800.49476
2273,24499751369.8568
2274,20912043796.079075
2275,28111408143.10593
2276,1654713596.557801
2277,26141833794.498665
2278,24834093272.734127
2279,26316483649.98436
2280,24458183011.31751
2281,14242318514.032242
2282,25614705629.09402
2283,27281717925.363678
2284,26787896016.948208
2285,21157473547.716694
2286,32686552088.432266
2287,12948101846.19466
2288,28053589587.472637
2289,27041515913.745438
2290,30163843792.169777
2291,26472980959.34859
2292,28506358554.18296
2293,13828358666.236101
2294,14407486439.967512
2295,28192054266.90274
2296,31522734652.44307
2297,21022476634.328953
2298,14728950823.610643
2299,31203900664.93744
2300,27644152990.51605
2301,18420146719.653774
2302,35665653.207672834
2303,27736222163.676807
2304,41680503.13147239
2305,29243999612.630432
2306,58917451.04868829
2307,27079287513.330524
2308,21940711872.566
2309,23463072294.325542
2310,15884805646.26809
2311,29890522382.98239
2312,31352299244.110954
2313,5445476.358204374
2314,31996873157.412903
2315,11621298095.677273
2316,15925772375.583565
2317,20954133451.75141
2318,35117909668.141624
2319,784820585.210017
2320,18329459481.873352
2321,21781162448.42139
2322,33998440304.30583
2323,15301771134.169376
2324,28625552601.859436
2325,27403766961.361782
2326,30182228754.908184
2327,15007057664.4384
2328,6653286787.3017025
2329,30824285535.633347
2330,29428056671.936096
2331,18912207153.162624
2332,12203424528.862417
2333,25555949050.46314
2334,24239077057.425995
2335,16318011533.648668
2336,32154131288.42084
2337,23598045307.51186
2338,17683734663.36562
2339,27025184234.727715
2340,32219378.17832002
2341,12567078439.73056
2342,27208103363.595314
2343,23076242003.132145
2344,30049273293.68098
2345,1485843318.6994045
2346,18592784973.857258
2347,34216789874.59603
2348,32147262504.84504
2349,24708071542.33693
2350,32116664887.670963
2351,30169087736.13058
2352,27986604344.80517
2353,21555045555.650047
2354,12630482735.451992
2355,31163256259.260014
2356,26267603285.4366
2357,15633008538.521206
2358,30026871331.9698
2359,26275759731.06173
2360,209644245.60854542
2361,17162355190.302187
2362,72530092.22871158
2363,21036136603.75515
2364,13313083353.31938
2365,13911208285.921837
2366,26168320801.863514
2367,14314027267.733856
2368,24104679280.12413
2369,12373747048.712973
2370,7838840447.419688
2371,12851674350.102589
2372,20880156562.32749
2373,6775812908.878052
2374,17092999489.281801
2375,31594314799.13923
2376,30906775790.66044
2377,30662403.800394602
2378,30117021155.882736
2379,13214605390.528252
2380,32312710305.634052
2381,31853332.572483413
2382,25380787318.229218
2383,30399293987.637768
2384,13525323802.218275
2385,14660610315.673063
2386,20552769644.380035
2387,24710847966.883797
2388,31357260532.207893
2389,23773923561.917725
2390,28542822849.95411
2391,13688085950.998196
2392,31277500736.766533
2393,20559417667.75653
2394,21607679972.990063
2395,33154052360.60718
2396,32170457144.116955
2397,11466812122.364256
2398,13434781068.051207
2399,18730043858.233368
2400,12136938747.889532
2401,24508942896.24435
2402,26663041977.267124
2403,29103883507.178135
2404,28774081251.227367
2405,24421472527.307625
2406,24435702353.749798
2407,15648410813.232933
2408,14606498147.388208
2409,568259416.1738348
2410,2678291694.6829395
2411,23621791327.414192
2412,14246142533.638433
2413,29160851251.728683
2414,21800859304.77317
2415,22753879100.486237
2416,14180707659.215326
2417,30110417632.602768
2418,30668441148.61411
2419,15037336664.656168
2420,32112947794.652668
2421,19412344772.817947
2422,24620863994.428455
2423,27197600721.042747
2424,23070313981.859688
2425,21743749562.823326
2426,23526518590.79952
2427,17933164086.32653
2428,32883979133.56281
2429,34038403807.99963
2430,24279937046.00278
2431,28139799154.797543
2432,22549178290.362213
2433,29763741347.52623
2434,8020452965.377265
2435,41778151.45206143
2436,26785654742.57636
2437,90028522.0635178
2438,15568555757.112204
2439,26591433299.908195
2440,27102049862.669235
2441,24450997768.91191
2442,23304013702.59236
2443,16428867554.855623
2444,14996071460.256386
2445,19362535424.010677
2446,18778847666.59134
2447,43950075.72157886
2448,26847093552.05761
2449,30721275842.01426
2450,25405570633.076443
2451,65385574.058871076
2452,28169660949.61335
2453,1099085222.4886022
2454,36670283717.12005
2455,7356287.13670431
2456,9248114075.977222
2457,28286174580.590122
2458,28633746894.071903
2459,15633005294.70458
2460,3441359.597121561
2461,3460972.63026951
2462,24977027647.806572
2463,29256004587.34079
2464,27256998941.775597
2465,2168493221.7764316
2466,3456822.8023706237
2467,31250753211.954796
2468,26375939187.61653
2469,31285661106.22352
2470,3487056.943177654
2471,3459091.094594907
2472,24987328023.3823
2473,23525599560.380142
2474,48316830.789895296
2475,25044054471.63938
2476,30326241045.228123
2477,19750621776.390812
2478,25097393912.988495
2479,510311777.2703978
2480,4103031318.7702217
2481,3487126.2772284085
2482,18659376119.481018
2483,31214768908.44771
2484,14694483098.37557
2485,303503344.3692005
2486,31083981812.817753
2487,47314340.33431617
2488,28083932256.704052
2489,32579847397.768703
2490,24688819.465409264
2491,23426081071.681484
2492,28543801654.63526
2493,13098881503.2139
2494,30795780857.85302
2495,23887601719.33718
2496,22357435675.476902
2497,30497710057.33769
2498,32497936379.090534
2499,28045703.385969777
2500,15159895906.374748
2501,21698606305.89376
2502,22318067143.09462
2503,18099789243.45374
2504,1325757037.8720505
2505,33019692572.880554
2506,30886155561.994003
2507,9266523238.196102
2508,19332202025.22194
2509,355822631.2029513
2510,30498679273.142788
2511,28460890480.433994
2512,32128940601.877556
2513,4459560507.717725
2514,28889699660.900715
2515,19938837955.80534
2516,23621277360.433353
2517,28110497209.92237
2518,31433375601.05972
2519,24938822994.82615
2520,20489968273.410847
2521,167127351.00035414
2522,3446131.7035944625
2523,43283058.12405664
2524,20894035571.29446
2525,1122250166.3498912
2526,29343793884.11432
2527,22988388087.074223
2528,35468447368.40082
2529,22846268925.14066
2530,25127699828.174385
2531,33067515835.43721
2532,26066087367.360256
2533,23670190454.356934
2534,16226732.752856469
2535,6840775.741665923
2536,4780461852.582103
2537,29797919248.25326
2538,3397175641.42235
2539,34156666625.191044
2540,28369734523.26808
2541,16322711828.965223
2542,26117164093.737972
2543,34741876641.84872
2544,24295409052.494053
2545,32415386037.050743
2546,10937159386.724373
2547,17371425851.460686
2548,24549419340.884964
2549,6640982.423428287
2550,30676899684.2064
2551,18826848024.11427
2552,25709072631.06703
2553,26559429967.449608
2554,33804004940.692566
2555,30593193448.730648
2556,34644587961.608086
2557,27255887047.237446
2558,18381732335.176853
2559,28755624419.16219
2560,26118341223.62249
2561,42738163.40626424
2562,30745863445.14116
2563,25751002627.076786
2564,31844905842.79389
2565,29228517504.94532
2566,10069448992.260376
2567,32934921323.227314
2568,22897077030.456837
2569,15125244478.09944
2570,13519443023.760963
2571,15857885410.01992
2572,25199286847.27402
2573,25897588994.378197
2574,29529253154.374485
2575,18304818312.230446
2576,20054497214.964813
2577,22335250380.55886
2578,26572608852.846455
2579,26397120378.884686
2580,3442334487.5710425
2581,28027764188.806732
2582,32525147422.192722
2583,31145246516.11108
2584,39428786.24978219
2585,29639126171.021763
2586,25552784354.84332
2587,24880326460.67612
2588,3454855.44201936
2589,13437152743.447292
2590,26590667345.357517
2591,13793679772.595104
2592,3173132933.7392473
2593,19337248113.558723
2594,20779362152.273426
2595,4306924775.765186
2596,27843815.824719697
2597,22659897.832040947
2598,6844133653.711272
2599,5141959812.214686
2600,24972562547.62547
2601,28639294871.27261
2602,24280145745.36303
2603,5790650138.752383
2604,12485111.15538274
2605,28689343343.718987
2606,25828982852.224888
2607,16260253421.0431
2608,30555560.352766976
2609,32857967732.94027
2610,32023618223.110367
2611,4264141856.173757
2612,30150652643.584747
2613,28574045771.607727
2614,22598740196.325306
2615,125926491.57270303
2616,419325733.7068371
2617,25737873904.084816
2618,23392823448.502193
2619,29753846340.825645
2620,30667323171.434788
2621,32307949043.74381
2622,11126200179.197632
2623,28120790959.23131
2624,18378827911.041454
2625,13418195794.227282
2626,27868683934.242107
2627,20412880364.44575
2628,29448511004.381695
