,0
488,74438141.147814
489,269763075.7327868
490,11526599396.184517
491,9958427611.843153
492,25486411372.679405
493,25834862031.20865
494,44038236.025623195
495,13676371530.11721
496,52504611.04763648
497,36657053.968343504
498,17045447330.048311
499,15655108668.725948
500,14863147188.087214
501,12758897951.09839
502,14310302581.713915
503,14264277587.297777
504,77844259.86588162
505,8694658194.0704
506,14186798189.942133
507,15454254859.801947
508,18146780501.214973
509,85668401.3866787
510,14558129295.587265
511,16185802363.139063
512,16438067649.551245
513,12454464515.844099
514,18232008109.544903
515,1864149185.2734268
516,100019558.71988454
517,18791306213.335136
518,16261469795.676647
519,8918386517.79695
520,4581552538.260793
521,4461433371.681451
522,15463090649.541607
523,17758030669.892567
524,15582451854.424372
525,19428025221.825554
526,17035432424.972218
527,14511400201.148655
528,15064174297.624191
529,6362890747.453235
530,14946147050.710724
531,52670709.862111
532,14818511239.674042
533,15783701433.953018
534,131289637.29182106
535,21660013232.910423
536,145021838.7348861
537,16488289815.343695
538,25071566508.434826
539,22184327525.22345
540,15703441837.940195
541,16491160936.432953
542,17921146025.80879
543,17093434727.111515
544,15702650945.471981
545,12412545273.503904
546,18139579608.225056
547,31362626875.54841
548,117704286.10033211
549,9406814491.713799
550,16353453177.744719
551,10299684511.231577
552,15178595501.721283
553,8654179902.967916
554,17367120846.03626
555,27152320.330709297
556,7828333592.351184
557,14745268785.749163
558,121385079.42253092
559,22580660243.067604
560,14823759523.89989
561,24494374093.477085
562,14273929375.154524
563,15623721566.638237
564,8425967954.1650915
565,26183181216.363598
566,11010737700.625423
567,16939030542.629854
568,26340846645.702084
569,16492666655.720171
570,16904183026.466635
571,16641459765.002584
572,10292687533.767776
573,4459562570.506692
574,8720555054.943087
575,15901884142.543457
576,18130878199.28345
577,20491127017.86779
578,13021845368.449846
579,22957395824.170013
580,17751384745.1766
581,46169794.123091504
582,16991315277.443748
583,11621538821.934439
584,13738838137.969593
585,122127183.6974465
586,31315260943.83242
587,25182404116.14235
588,13648810936.679972
589,19232358435.251465
590,18347944333.87256
591,14767138271.663218
592,17306490830.184345
593,14417992253.02535
594,15298469859.596603
595,56728502.14641511
596,10947982539.191046
597,108546640.30010971
598,12232342407.906717
599,15528668771.266476
600,25082967434.30412
601,12215400875.895844
602,18894600817.726162
603,13133733556.746609
604,17016647909.200762
605,24295205.12697726
606,22349752645.45089
607,21661351494.43289
608,17073228077.106346
609,16907788026.129234
610,10455343292.185766
611,23650125067.527794
612,12018160316.884205
613,17643779920.696533
614,17430792283.408806
615,159060394.27227288
616,14489043184.655287
617,753795525.5573202
618,61589038.44505947
619,20619715471.00351
620,17289323114.163456
621,15272627353.734276
622,9629549152.211908
623,23601013807.909008
624,19874197254.503838
625,12245679282.245777
626,12031219764.97334
627,19937566046.689507
628,10926121915.631487
629,72716523.79740211
630,20343587677.82779
631,19235925675.36375
632,42973400.84805082
633,30364134.822030988
634,19271365599.36074
635,18497952196.912907
636,18723976509.112267
637,31655809482.516006
638,33367663875.375187
639,16319180701.760958
640,22200656716.515575
641,16260211737.269194
642,25715467121.65898
643,15345095422.22535
644,15484551741.092272
645,17897865020.61892
646,24585833.057439744
647,31568264.649840806
648,24307101045.368706
649,205872677.3078468
650,15107494414.953857
651,32311251460.200333
652,19235143188.46945
653,21790409406.9568
654,39807807.16964153
655,26194856868.383766
656,31427027845.35539
657,23365448950.357613
658,26563988212.94417
659,15994542153.186779
660,16045665355.947252
661,28914087003.55748
662,16437439437.245672
663,21035788392.780994
664,17328832004.624184
665,122791933.87578268
666,29614342948.89818
667,28355986039.343323
668,16325900987.16388
669,32760445331.16551
670,24232232088.897617
671,4189065815.007114
672,81276206.91471164
673,27411002666.821934
674,18502713774.07948
675,32511764459.792088
676,12372709594.779942
677,19280619048.95599
678,29082104202.706314
679,19410785819.39256
680,18633504143.81943
681,27940242362.912678
682,8688357500.807495
683,27246652059.196068
684,26604109283.86491
685,17896051732.4608
686,18226164894.90262
687,160197418.51524866
688,36423497010.47593
689,56147829.05002414
690,8518910499.720496
691,26428612468.719276
692,27105503570.017242
693,24964749387.066174
694,26605775178.31639
695,19214184177.64154
696,35089853395.11018
697,61969379.81878937
698,16719083619.680698
699,81895074.10484403
700,26953172199.170315
701,13574284258.421936
702,16786025961.009167
703,118889420.94400828
704,30083527191.61629
705,14006669656.200384
706,15666976634.608807
707,158132840.7642394
708,28731180947.476376
709,14810746806.976906
710,22716811771.678055
711,33038137993.54944
712,16967422977.006796
713,18616147227.025276
714,11780189244.46126
715,28653430120.880234
716,37108282.49092464
717,30866094240.132263
718,19005651848.23017
719,17858776543.943092
720,25101857928.976395
721,14351193972.716806
722,24951424875.34641
723,27808133669.09358
724,18530563716.785072
725,6773443647.637833
726,720071733.6284668
727,15377380284.598232
728,18952429505.26635
729,13510531652.35537
730,85997905.72243886
731,23036548305.641254
732,14571839871.488441
733,16898013373.27678
734,12811883096.44469
735,24267514866.758102
736,90809398.15000427
737,30602211.716488052
738,153262176.10584697
739,19228518016.099102
740,24024749683.95791
741,17309868736.580673
742,21868995437.17689
743,26305658121.01461
744,10227303008.275793
745,13699346564.932896
746,6802839199.004954
747,14871919890.620623
748,14097644426.786472
749,30445352102.468285
750,11577495345.114584
751,19271111217.313675
752,16311104445.356112
753,15855386505.89329
754,53487651.919529125
755,15289124929.356651
756,21256860270.39281
757,26215765.154615927
758,20507597044.964046
759,30729386247.967377
760,12600242111.551304
761,38140131.1685633
762,20078781420.380417
763,20714180.299913097
764,16289072085.018002
765,119718156.34318872
766,19512203772.069546
767,25565051330.883434
768,26370459688.37262
769,15896000650.97644
770,25206550890.927505
771,27478028117.250248
772,26197157488.29827
773,16762873461.453505
774,24292318368.308926
775,29739452547.3516
776,20162291213.111626
777,13893037148.402767
778,26154952888.875843
779,16773280869.232973
780,9882382542.277365
781,28694085468.58861
782,16626471582.923536
783,17142595424.80879
784,27663549236.602806
785,28413284872.15179
786,24032666790.82178
787,16767765886.09184
788,44592917.56633019
789,62686901.549418576
790,15850052615.347633
791,15632722822.677176
792,11152306479.730375
793,32439055527.14833
794,15613109315.914135
795,16642199000.194265
796,16405082297.483953
797,14976722916.79376
798,1344650518.022148
799,22628370689.33064
800,110161841.4712143
801,8819777375.176249
802,29357714035.04121
803,29362119779.29337
804,3940630253.804017
805,124677801.77011564
806,7277016879.556319
807,26222080504.902916
808,7544915432.58936
809,28808464912.82662
810,16004444219.76604
811,26463619435.96485
812,19981953187.85185
813,20253999769.199017
814,37332110.133672826
815,21049658430.58329
816,18947754090.16675
817,7210734576.215027
818,29355621023.50712
819,26438212155.813942
820,17163284208.33343
821,217815745.30121616
822,18795334933.248924
823,25571779611.72967
824,307750231.5535925
825,13465370776.115133
826,121609158.18513869
827,12842271539.864012
828,9846747789.722345
829,24685811636.681988
830,36956022.8180079
831,22065956855.518784
832,549973706.7274122
833,37413196.78750752
834,17063293679.649687
835,26161117925.97631
836,19489730786.265682
837,27212838813.957478
838,20278973035.040462
839,30927235392.114918
840,35554297778.69235
841,35250476550.70564
842,106551468.85961412
843,33178752125.05937
844,26930652258.304913
845,27037692754.392403
846,12826491492.03308
847,92027809.20910808
848,35258734929.38238
849,12838760835.200962
850,29552996171.477455
851,28010162718.463017
852,14456354756.313492
853,56924059.11213006
854,30126492827.113297
855,20844607911.12509
856,21727432590.51411
857,21337492512.753944
858,116135668.67389777
859,145199609.49619627
860,24261488703.593422
861,21887161044.39162
862,11952555120.362328
863,25169395244.40906
864,29554169095.28191
865,86909675.95821247
866,22484969100.89115
867,30037920445.519238
868,13439876654.182108
869,11950561288.33469
870,72215318.77051884
871,16820436304.87472
872,24344988539.097004
873,25954922286.190933
874,30442763555.950645
875,23557322155.6795
876,221893886.28293464
877,24712021992.572746
878,24457749441.75378
879,22922372654.98968
880,29083492421.34642
881,14927453051.845486
882,9706283130.765959
883,296769081.97918826
884,25656927361.331734
885,23807003611.00077
886,20007617716.96158
887,25354277375.03998
888,18157010720.023716
889,120314530.18759565
890,24507572550.081406
891,24339306391.93133
892,14735733502.666145
893,11872725884.48952
894,25900555761.778313
895,33690151387.55198
896,61885323.74033107
897,22740252592.85859
898,19406317906.399834
899,69873386.95673797
900,21644756863.16072
901,21488903246.180565
902,27754310338.638443
903,115990821.94029063
904,16644558886.230955
905,205087447.46276355
906,25301135369.7101
907,28379956898.116188
908,29464336682.725
909,17119101066.355694
910,23545370767.165836
911,16589920419.074177
912,160011467.84077123
913,8169136596.245226
914,28207568224.188023
915,12603742707.209494
916,141432704.7750486
917,48238271.53685964
918,19510992729.801464
919,24360255022.501778
920,29913646974.831554
921,33874757.185138434
922,26749620856.47185
923,26302384804.03544
924,28659725653.06017
925,19735174938.929646
926,14318227271.191664
927,12858855901.65853
928,27325389769.005154
929,19380593497.434772
930,13742535560.84779
931,22294349802.0524
932,13028390940.254452
933,22364450360.91035
934,25007895160.43109
935,21175649594.845856
936,28457636968.37378
937,29003896589.69219
938,21069579310.93811
939,5659984906.01685
940,20018899108.032703
941,14801003039.472372
942,24240018868.1338
943,23062373027.92066
944,63818650.650969125
945,31944203828.799294
946,23270169922.189007
947,76169571.4980809
948,93096748.24502385
949,30189902057.901962
950,18939746367.099953
951,16464280008.886106
952,3453701.7409048323
953,92481331.40926549
954,9868106970.566824
955,22225598615.493916
956,17487585644.89316
957,34297221676.97021
958,16871679765.319527
959,16296201382.498169
960,24966194473.531425
961,15109803856.88186
962,21520188612.582706
963,29077455077.314953
964,23742863891.731228
965,18241047744.33282
966,26414165902.08282
967,67125545.6668917
968,22438949546.463333
969,48384843.99642057
970,25449178108.880165
971,17063561984.536583
972,26059613799.0068
973,21024231094.109486
974,10838907458.106918
975,23110643653.11198
976,29182672466.703697
977,13378491836.933207
978,16627248889.71204
979,20298074069.658737
980,16392246969.327213
981,13699863329.289137
982,1443637705.7684634
983,12632730706.429586
984,22181551896.903656
985,24530959665.656105
986,23698463288.7668
987,12270099805.146194
988,16788960192.594084
989,15830031420.90034
990,23471378002.22874
991,27188935171.68878
992,25295856754.506832
993,66044867.483156204
994,92861313.9129996
995,13781387070.898426
996,23488967126.071995
997,27602057767.281883
998,49821669.99433149
999,17728980247.69076
1000,18698442996.869495
1001,12733029270.239109
1002,23580594030.46924
1003,18311922096.155907
1004,19833825077.876698
1005,14944020890.007418
1006,25800158446.16825
1007,19933188818.16779
1008,137979207.2147355
1009,120428978.79786418
1010,4168212871.5795293
1011,16856197695.028938
1012,30295789765.06798
1013,25122696105.411476
1014,23383823487.229
1015,22923206417.120293
1016,30911172487.91731
1017,27290185358.29139
1018,16205880661.343672
1019,14972326235.759523
1020,27972847285.075394
1021,24918296798.407845
1022,16242538032.886127
1023,17355316125.39541
1024,28256408534.462986
1025,40950489.85648876
1026,28270635070.294426
1027,13006523817.938337
1028,22396561818.139072
1029,50278485.41234347
1030,10804425221.506268
1031,26177905431.232323
1032,27710787835.862236
1033,21239707400.374603
1034,30349631104.676815
1035,15202417932.303257
1036,11471680837.449183
1037,22470010060.31259
1038,29320339491.70689
1039,30058575816.25897
1040,19394095547.420353
1041,25362369411.261547
1042,57081320.402555734
1043,14788021586.930387
1044,21937994931.69753
1045,29255725752.39872
1046,24650518749.87303
1047,23340147774.142216
1048,30163522598.55968
1049,16274602460.426512
1050,25453222950.47866
1051,30449416173.64077
1052,26267638314.43554
1053,69013929.05792361
1054,23571010058.686813
1055,21336500491.67245
1056,1112598886.802219
1057,22308110024.29582
1058,41494606.149306245
1059,23985016482.83238
1060,19406942050.126476
1061,26763761580.406624
1062,1042622525.5219468
1063,29823680001.77163
1064,18636022212.915184
1065,3302557010.738146
1066,14887108655.093613
1067,71179173.01823194
1068,11722356423.337614
1069,28339176186.847588
1070,24436344600.764435
1071,27009882152.19911
1072,28380479.415370952
1073,18196111357.101242
1074,23442763208.588314
1075,29814403189.31679
1076,22190993763.826786
1077,19124023100.662975
1078,29561559473.800415
1079,28389976068.218662
1080,25181637808.999046
1081,36389586.017713286
1082,26093931364.53165
1083,16018104488.926134
1084,31637167123.35685
1085,57899805.67069701
1086,18769080401.687332
1087,22778438493.433544
1088,1132539029.3955483
1089,29957257926.79962
1090,30860917567.46893
1091,26613323045.377254
1092,19615356019.49047
1093,14303839875.30092
1094,24856987026.48881
1095,18876417416.795193
1096,18243521635.557564
1097,34706651545.89587
1098,25918730337.59818
1099,27844592657.36154
1100,39181922.29705582
1101,29593077993.038574
1102,19268472128.12083
1103,10571261242.307007
1104,27361574222.587093
1105,22765788993.694828
1106,10801449864.685833
1107,21433362585.041714
1108,436163269.3408989
1109,13425597520.377787
1110,16568697946.683453
1111,31104606179.54964
1112,15427175721.921824
1113,30638046508.42993
1114,24744730682.234566
1115,17785645954.376507
1116,14917952456.35648
1117,28710876154.04318
1118,30414855059.42135
1119,27573814587.561577
1120,18201458249.331264
1121,23784950165.200905
1122,10127226952.438496
1123,14223264033.108036
1124,17699610595.265087
1125,23435606352.810627
1126,24535932535.576206
1127,28494221202.794514
1128,50070163.32081512
1129,23752091471.87819
1130,25774438428.568848
1131,19151902820.738796
1132,24163194225.09281
1133,25723530476.912754
1134,11932628752.478142
1135,24208981639.4745
1136,31416496102.582047
1137,83148632.57919647
1138,44680400.82172679
1139,7560182144.41115
1140,30039429288.577057
1141,28272980091.477688
1142,33552421994.238064
1143,14990214130.73555
1144,11906834763.075125
1145,10764519585.879545
1146,12596293796.799213
1147,112658718.929559
1148,689077839.398125
1149,27051923394.358513
1150,30246548950.595078
1151,17636636962.47507
1152,26213987558.007233
1153,44583541.90859686
1154,54002986.73555866
1155,27218949357.796413
1156,16339750351.703857
1157,16398882056.913076
1158,30377351192.358524
1159,17187039654.5555
1160,20906335720.850147
1161,68810092.01694517
1162,16177168598.472183
1163,21540337472.925434
1164,80266395.2838925
1165,17101435300.043415
1166,52095397.234431885
1167,29166006431.14404
1168,31928373698.19406
1169,31980935539.987823
1170,10341866366.581556
1171,51086550.05206429
1172,20105186587.56611
1173,24341185196.65173
1174,100819241.94705579
1175,24297309.294411518
1176,36730895.84808034
1177,7596412892.885077
1178,23708651162.780098
1179,18958010623.411434
1180,15455076053.04691
1181,14395520257.303305
1182,33329047457.879307
1183,18216087124.088554
1184,30936546071.02784
1185,134045747.0453892
1186,21366872501.454136
1187,20256263318.092876
1188,22479804851.486668
1189,19738580158.38819
1190,11965887165.766825
1191,21609915634.58719
1192,23259421318.976044
1193,16843837421.11785
1194,14945351657.015043
1195,28364882011.94831
1196,29086091294.929417
1197,27826650356.059696
1198,15559279914.642128
1199,13651819507.620321
1200,13511197269.491966
1201,19982184205.775543
1202,26814799449.10234
1203,30692152467.862762
1204,18239666975.092316
1205,17593560172.170628
1206,28098181701.313007
1207,21314215604.327408
1208,4839500040.942137
1209,35676208664.116005
1210,21101414517.321877
1211,22211273775.95742
1212,33232969165.190098
1213,512219231.4847827
1214,14598819599.162645
1215,22925106039.90682
1216,16607884752.127918
1217,25252268163.667805
1218,287920797.7683505
1219,14855605127.64695
1220,19596043370.59274
1221,10077997260.472593
1222,27042098529.439167
1223,30853757262.35782
1224,24747702429.0578
1225,30515444384.786694
1226,21242610762.46962
1227,6818223404.249459
1228,33004942964.22012
1229,21402498061.354008
1230,19977595748.196907
1231,14762165540.992
1232,113518415.1748329
1233,29040048669.236217
1234,21664159945.197662
1235,14116479794.54111
1236,24480508731.33704
1237,27989659028.22687
1238,675797029.6155392
1239,22928594204.67574
1240,330333469.02807206
1241,24186542521.956696
1242,29362640481.817223
1243,22964857203.243786
1244,13288341425.47633
1245,34110118458.59073
1246,248577401.73603293
1247,26509041095.937485
1248,31517009267.44518
1249,22141210903.889816
1250,12055096585.106644
1251,12149009690.152533
1252,21790311385.88851
1253,20809802261.12533
1254,25413330357.439754
1255,25268156228.849415
1256,22769784950.604652
1257,24710852071.842716
1258,16082772686.867594
1259,30570653765.10348
1260,18790760497.411808
1261,28991675446.017178
1262,21363968211.341423
1263,31279417955.21057
1264,15139877020.272243
1265,11342172136.073616
1266,10778395886.152359
1267,18988492854.812263
1268,18157801339.888027
1269,26480217138.968575
1270,13273967826.07757
1271,235070830.20993757
1272,29710014534.462116
1273,21846578498.45006
1274,12070576498.402012
1275,19820854772.574596
1276,21177088810.511883
1277,27606025931.82474
1278,16025738810.673027
1279,20956352475.552658
1280,15349705537.830442
1281,3248161377.1119723
1282,19711822301.87549
1283,21075006141.20358
1284,10827507807.43696
1285,32696527447.126076
1286,28317458829.30353
1287,1450096622.2274523
1288,5801171952.804425
1289,16475196058.455118
1290,25769501423.95983
1291,11303687.427041302
1292,32299889924.34396
1293,12637509636.834877
1294,24633836680.5006
1295,15215898823.70864
1296,13209041616.600016
1297,10214044342.613054
1298,21926134433.22532
1299,1853376896.168822
1300,709098272.7984527
1301,19129638114.069324
1302,13073007272.061756
1303,18498197883.072502
1304,24369286213.80239
1305,24123674617.743553
1306,31709994755.577972
1307,24698271460.041996
1308,23023814022.33509
1309,17056613026.439907
1310,14424947157.327946
1311,21913055887.22946
1312,218414682.91160518
1313,19672773459.13402
1314,13848794103.867275
1315,27668015519.09908
1316,23216895405.021343
1317,27367761452.607124
1318,16492969101.047491
1319,21688744342.556026
1320,26711506534.95585
1321,17034969992.521217
1322,29047805041.930637
1323,21393016305.028564
1324,13738283780.582308
1325,101671485.79382579
1326,19021461661.887943
1327,15412428719.353115
1328,24063676531.62406
1329,20337425145.284214
1330,26216171401.99092
1331,29250035156.302887
1332,15960487778.516453
1333,18947957843.530067
1334,15824741366.164051
1335,27661386920.55316
1336,18755605011.310547
1337,14613444416.159624
1338,15529093720.35691
1339,20706186536.397385
1340,20476336482.619923
1341,17042363428.415665
1342,20599125312.81029
1343,25318289511.267345
1344,74276327.827025
1345,148996441.82610446
1346,20205912050.9939
1347,206702496.81539392
1348,17663306613.865494
1349,25305263056.359352
1350,28603560025.285896
1351,201567966.28281805
1352,16635546032.816467
1353,22149423053.997375
1354,7098201597.009151
1355,15763509220.525566
1356,19108954097.511948
1357,15815413736.483305
1358,7137406925.275042
